state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Maharashtra,maintaining_balanced_diet,Tuesday,lunch,Mix Veg Sabzi with Chapati,"None, Wheat","Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Tuesday,snack,Sprouts,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Tuesday,dinner,Lentil Soup and Bread,Wheat,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Wednesday,breakfast,Upma,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Wednesday,lunch,Paneer Bhurji with Roti,Milk,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Wednesday,snack,Cucumber and Carrots,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Wednesday,dinner,Moong Dal Khichdi,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Thursday,breakfast,Dosa,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Thursday,lunch,Chicken Curry with Rice,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Thursday,snack,Buttermilk,Milk,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Thursday,dinner,Fish Curry with Rice,Fish,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Friday,breakfast,Oats,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Friday,lunch,Rajma Chawal,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Friday,snack,Orange,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Friday,dinner,Palak Paneer with Roti,"Milk, Wheat","Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Saturday,breakfast,Besan Cheela,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Saturday,lunch,Vegetable Pulao,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Saturday,snack,Apple,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Saturday,dinner,Tomato Soup,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Sunday,breakfast,Fruit and Yogurt,None,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Sunday,lunch,Egg Curry with Rice,Eggs,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Sunday,snack,Mixed Nuts,Nuts,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Maharashtra,maintaining_balanced_diet,Sunday,dinner,Mixed Lentil Dal with Roti,Wheat,"Maintain a varied diet with a balance of macronutrients. Listen to your body's hunger cues. Prioritize whole, unprocessed foods.",Engage in moderate physical activity for at least 30 minutes most days of the week. Mix cardio and strength.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Monday,breakfast,Idli Sambar,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Monday,lunch,Kuzhambu Sadam,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Monday,snack,Buttermilk,Milk,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Monday,dinner,Ragi Dosa,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Tuesday,breakfast,Puttu,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Tamil Nadu,weight_loss,Tuesday,lunch,Vegetable Biryani,None,Focus on portion control and mindful eating. Drink plenty of water. Avoid sugary drinks and processed foods.,Aim for 30-45 minutes of brisk walking or jogging daily. Include strength training 2-3 times a week.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
